#REFDATE 2006-10-01 00:00:00
#     Time        WW       Cap      Tair      Patm      Hrel      Nebu    Pr?ip.
     T         WINDS     WINDD      TAIR      PATM      HREL      CLDC    RAINC
      sec       m/s         ?        ?C      mbar         %      octa m3/s/m2*e-8
  23511600      0.6        130     17.6    1012.7         84         2 0.000E+00
  23522400      2.8        320     19.2    1012.9         75         3 0.000E+00
  23533200         2       250     25.5    1012.9         49         2 0.000E+00
  23544000      3.3        270     29.2    1012.7         30         5 0.000E+00
  23554800      5.5        190     26.5    1012.5         44         5 3.240E-03
  23565600      3.4        210     24.2    1012.4         48         6 6.480E-03
  23576400      2.1        190     21.3    1012.9         66         5 9.720E-03
  23587200      1.6        110     20.4    1012.9         70         5 1.296E-02
  23598000      1.5        120     19.3    1011.6         72         3 1.512E-02
  23608800      4.4        100     22.1    1010.8         61         3 1.836E-02
  23619600      6.3        160     27.5    1010.5         47         1 2.160E-02
  23630400      9.5        160        28   1010.2         41         4 2.484E-02
  23641200      4.9        170     26.7    1010.3         37         7 2.160E-02
  23652000      4.4        160     25.1    1008.7         44         7 1.836E-02
  23662800      3.6         80     21.6       1008        61         7 1.512E-02
  23673600         1       130     20.6    1008.6         68         7 1.296E-02
  23684400      1.5        200     20.3    1007.9         73         7 9.720E-03
  23695200      3.4         20     20.4    1008.7         69         6 6.480E-03
  23706000      6.1        330     24.7    1009.3         57         3 3.240E-03
  23716800      6.6        330     28.1       1009        45         2 0.000E+00
  23727600      8.1        290     28.5    1008.5         37         4 0.000E+00
  23738400      6.3        330     27.3    1008.1         38         6 0.000E+00
  23749200      6.7        310        23   1009.9         50         4 0.000E+00
  23760000      6.5        320     20.2       1010        60         2 0.000E+00
  23770800      5.7        300     18.2    1009.1         63         4 0.000E+00
  23781600      3.7        330     18.4    1009.5         61         7 0.000E+00
  23792400      2.2        270     22.6    1009.9         48         7 0.000E+00
  23803200      6.4        260     25.8    1009.8         41         7 0.000E+00
  23814000      6.7        260     24.7    1009.2         58         7 0.000E+00
  23824800      2.1        220     22.9    1008.7         71         7 0.000E+00
  23835600         0         0     21.9    1008.9         80         7 0.000E+00
  23846400      9.8        290        23   1008.9         63         8 0.000E+00
  23857200      8.3        310     21.2    1008.4         48         7 0.000E+00
  23868000        11       300     20.1    1009.2         60         7 0.000E+00
  23878800     12.5        320     23.8    1009.1         42         2 0.000E+00
  23889600     13.8        300        25   1009.1         31         2 0.000E+00
  23900400     14.1        300     25.7    1009.7         31         3 0.000E+00
  23911200      8.4        330     24.1    1011.3         38         5 0.000E+00
  23922000     11.4        310     20.8    1013.9         49         3 0.000E+00
  23932800        10       320     18.4    1014.6         56         2 0.000E+00
  23943600      9.3        320     17.2    1015.1         57         0 0.000E+00
  23954400     10.1        320     17.7    1015.4         54         1 0.000E+00
  23965200     11.9        330        21   1015.2         42         1 0.000E+00
  23976000     12.2        330     23.7    1014.9         36         1 0.000E+00
  23986800     13.3        340     24.6    1014.4         33         1 0.000E+00
  23997600     11.3        340     23.6    1013.8         34         3 0.000E+00
  24008400      5.7        310     20.9    1014.9         45         3 0.000E+00
  24019200      8.5        340     19.5    1014.4         49         3 0.000E+00
  24030000      7.3        330     18.7    1013.9         54         3 0.000E+00
  24040800      3.6        330     20.9    1014.5         51         1 0.000E+00
  24051600      8.1        340     26.4       1014        48         1 0.000E+00
  24062400     10.5        320     29.9    1013.3         43         1 0.000E+00
  24073200     10.3        330     31.3    1011.9         36         1 0.000E+00
  24084000      6.8        340     30.3    1011.2         40         1 0.000E+00
  24094800      4.8        280     23.6    1012.5         68         0 0.000E+00
  24105600      0.9        200     20.5    1012.3         80         0 0.000E+00
  24116400      0.5        190        19   1012.3         83         0 0.000E+00
  24127200      0.9        140        22   1012.6         68         1 0.000E+00
  24138000      3.1        260     26.5    1012.7         52         1 0.000E+00
  24148800      7.3        200     29.3    1012.1         48         0 0.000E+00
  24159600      3.4        190        29      1012        45         0 2.160E-02
  24170400      4.2        200     25.7    1012.2         52         0 4.428E-02
  24181200      1.2        170     22.9    1013.2         59         1 6.588E-02
  24192000      1.6         90     21.3    1013.2         63         1 8.748E-02
  24202800      1.9        180     19.8    1013.2         67         0 1.091E-01
  24213600      2.7        100     21.6    1013.2         61         2 1.318E-01
  24224400         4       270     28.2    1012.9         44         3 1.534E-01
  24235200      5.2        230     27.2    1013.4         58         7 1.750E-01
  24246000      5.1        180     27.4    1013.1         43         6 1.534E-01
  24256800      4.4        200     25.8    1012.2         48         4 1.318E-01
  24267600      2.1        210     22.9       1013        57         3 1.091E-01
  24278400      1.5        220     21.2    1013.1         78         6 8.748E-02
  24289200         4       310     20.7    1011.6         85         7 6.588E-02
  24300000      4.4        310        20   1011.4         92         7 4.428E-02
  24310800      7.2        320     24.4    1011.6         66         4 2.160E-02
  24321600      8.1        300     24.7    1011.8         61         7 0.000E+00
  24332400      8.6        280     26.2    1010.4         42         3 0.000E+00
  24343200     14.2        310     24.3    1010.7         38         3 0.000E+00
  24354000     10.5        320     20.1    1013.1         49         0 0.000E+00
  24364800      7.9        320     17.8    1013.3         48         0 0.000E+00
  24375600      9.4        320     16.1    1013.1         55         0 0.000E+00
  24386400      8.4        320     16.4    1013.8         55         1 0.000E+00
  24397200     10.1        330     20.3       1013        43         1 0.000E+00
  24408000      9.3        340     23.5    1011.9         34         3 0.000E+00
  24418800     12.4        310     24.5    1011.1         36         2 0.000E+00
  24429600     10.2        340     22.8    1011.8         41         2 0.000E+00
  24440400      6.8        330     18.8    1013.1         57         2 0.000E+00
  24451200         7       320     16.7    1013.3         63         2 0.000E+00
  24462000      2.9        330     14.6    1013.2         69         0 0.000E+00
  24472800      6.7        310        17   1013.6         64         1 0.000E+00
  24483600     10.7        320     22.1    1013.5         48         2 0.000E+00
  24494400      8.8        310     23.5    1012.3         39         6 0.000E+00
  24505200     10.3        320        26   1011.6         33         2 0.000E+00
  24516000     10.5        340     24.5    1011.7         36         1 0.000E+00
  24526800      9.3        330     21.4    1013.2         47         0 0.000E+00
  24537600         8       330        20   1014.1         53         0 0.000E+00
  24548400      6.1        340     18.3    1014.2         60         0 0.000E+00
  24559200         9       330     18.9    1014.5         57         0 0.000E+00
  24570000         9       320     22.8    1014.8         46         2 0.000E+00
